,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,daysince,sinday,cosday,sindmo,cosdmo,year,sinrise,cosrise,sinset,cosset,city_b,city_le,city_lh,city_p,city_q,city_sa,city_si,city_su,city_t,city_u
9960,17.9,11.4,18.6,11.5,8.39,29.3,0.0,3.3,24.8,71.0,1.71,2678,718,0.848644257494738,0.5289640103269833,-0.42516788303564257,0.9051145072503203,2019,0.8166415551616789,0.5771451900372336,-0.872496007072797,-0.4886212414969553,0,0,0,0,0,0,0,0,1,0
9961,18.4,10.3,20.4,9.9,19.79,4.4,0.0,4.3,27.4,17.0,3.63,2678,719,0.9377521321470791,0.3473052528448241,-0.4098203247965878,0.9121662684969332,2019,0.8166415551616789,0.5771451900372336,-0.872496007072797,-0.4886212414969553,0,0,0,0,0,0,0,0,1,0
9962,19.2,9.4,21.5,8.8,17.92,15.0,0.0,6.7,29.2,190.0,3.16,2678,720,0.9884683243281096,0.15142777750458863,-0.39435585511331894,0.9189578116202305,2019,0.8191520442889918,0.573576436351046,-0.872496007072797,-0.4886212414969553,0,0,0,0,0,0,0,0,1,0
9963,19.1,9.1,20.4,8.3,21.4,0.1,0.0,7.9,33.5,193.0,3.78,2678,721,0.9987165071710539,-0.0506491688386926,-0.3787788856105765,0.9254871991635594,2019,0.8191520442889918,0.573576436351046,-0.8746197071393959,-0.48480962024633684,0,0,0,0,0,0,0,0,1,0
9964,17.8,10.5,19.2,10.1,16.99,14.6,0.0,4.5,33.5,170.0,3.04,2678,722,0.9680771188662114,-0.2506525322586933,-0.36309386000647675,0.9317525684566677,2019,0.8216469379421637,0.569996762596303,-0.8746197071393959,-0.48480962024633684,0,0,0,0,0,0,0,0,1,0
9965,18.2,10.7,20.4,10.5,14.3,16.5,0.0,4.5,34.6,127.0,2.63,2678,723,0.8978045395707451,-0.44039415155762734,-0.3473052528448192,0.9377521321470809,2019,0.8216469379421637,0.569996762596303,-0.8767267557075077,-0.4809887689193877,0,0,0,0,0,0,0,0,1,0
9966,21.8,10.3,25.5,10.0,19.61,18.3,0.0,5.1,40.7,156.0,3.54,2678,724,0.7907757369377082,-0.6121059825476504,-0.33141756821863644,0.94348417870998,2019,0.8241261886220157,0.5664062369248328,-0.8767267557075077,-0.4809887689193877,0,0,0,0,0,0,0,0,1,0
9967,19.4,11.6,22.4,11.8,17.08,9.4,0.0,6.5,32.8,176.0,3.09,2678,725,0.6513724827222402,-0.7587581226927754,-0.31543533848525623,0.9489470729364688,2019,0.8241261886220157,0.5664062369248328,-0.8788171126619653,-0.4771587602596087,0,0,0,0,0,0,0,0,1,0
9968,17.3,12.0,18.7,12.0,8.09,13.6,0.0,3.7,24.1,96.0,1.62,2678,730,-0.29936312297335116,-0.954139256400051,-0.23426646067208157,0.9721724257579908,2020,0.8265897491271886,0.5628049276950686,-0.8788171126619653,-0.4771587602596087,0,0,0,0,0,0,0,0,1,0
9969,19.2,10.5,20.5,10.1,11.2,26.5,0.0,6.6,32.8,134.0,2.15,2678,731,-0.4853019625310678,-0.8743466161445895,-0.21781355874885105,0.9759903962771155,2020,0.8265897491271886,0.5628049276950686,-0.8808907382053852,-0.4733196671848439,0,0,0,0,0,0,0,0,1,0
9970,18.9,10.3,21.6,9.6,15.54,31.7,0.0,7.1,33.5,231.0,2.85,2678,732,-0.6513724827222046,-0.758758122692806,-0.2012985200886614,0.9795299412524943,2020,0.8290375725550417,0.5591929034707468,-0.8808907382053852,-0.4733196671848439,0,0,0,0,0,0,0,0,1,0
9971,18.6,12.0,20.5,12.1,15.75,47.4,0.0,7.1,40.3,144.03314001657,2.89,2678,733,-0.7907757369376794,-0.6121059825476876,-0.18472605601719072,0.9827900509408577,2020,0.8290375725550417,0.5591929034707468,-0.882947592858927,-0.46947156278589075,0,0,0,0,0,0,0,0,1,0
9972,17.7,12.1,18.9,12.2,8.85,29.6,0.0,3.6,29.5,195.0,1.78,2678,734,-0.8978045395707369,-0.44039415155764405,-0.1681008942421479,0.9857697953148038,2020,0.8314696123025452,0.5555702330196023,-0.882947592858927,-0.46947156278589075,0,0,0,0,0,0,0,0,1,0
9973,18.7,11.3,20.5,11.1,15.28,10.6,0.0,5.5,36.7,144.03314001657,2.78,2678,735,-0.9680771188661996,-0.2506525322587388,-0.15142777750457645,0.9884683243281114,2020,0.8314696123025452,0.5555702330196023,-0.882947592858927,-0.46947156278589075,0,0,0,0,0,0,0,0,1,0
9974,17.8,10.7,18.4,10.6,10.83,13.1,0.0,4.8,38.9,194.0,2.09,2678,736,-0.9987165071710514,-0.05064916883873958,-0.1347114622258626,0.9908848681582386,2020,0.8338858220671681,0.5519369853120583,-0.8849876374630418,-0.46561452032511164,0,0,0,0,0,0,0,0,1,0
9975,17.0,11.4,17.9,11.4,8.46,34.9,0.0,5.9,32.4,144.03314001657,1.65,2678,737,-0.988468324328108,0.15142777750459832,-0.11795671715084596,0.9930187374259336,2020,0.8338858220671681,0.5519369853120583,-0.8849876374630418,-0.46561452032511164,0,0,0,0,0,0,0,0,1,0
9976,18.0,11.3,20.1,11.4,16.91,15.2,0.0,5.6,38.2,207.0,2.94,2678,738,-0.9377521321470756,0.3473052528448333,-0.10116832198743221,0.9948693233918952,2020,0.8338858220671681,0.5519369853120583,-0.8870108331782215,-0.46174861323503436,0,0,0,0,0,0,0,0,1,0
9977,18.5,10.9,21.7,10.6,18.45,19.2,0.0,5.4,43.2,190.0,3.29,2678,739,-0.8486442574947478,0.5289640103269674,-0.08435106604304497,0.996436098130433,2020,0.8362861558477594,0.5482932295199139,-0.8870108331782215,-0.46174861323503436,0,0,0,0,0,0,0,0,1,0
9978,18.8,11.7,21.3,11.6,15.84,19.1,0.0,6.4,37.4,196.0,2.83,2678,740,-0.7247927872291214,0.688966919075685,-0.06750974685836726,0.9977186146800706,2020,0.8362861558477594,0.5482932295199139,-0.8870108331782215,-0.46174861323503436,0,0,0,0,0,0,0,0,1,0
9979,19.1,10.7,22.7,10.7,17.1,39.8,0.0,3.7,40.7,228.0,3.21,2678,741,-0.5712682150947773,0.8207634412072867,-0.05064916883871297,0.9987165071710528,2020,0.8386705679454239,0.5446390350150272,-0.8890171414857364,-0.45787391511695663,0,0,0,0,0,0,0,0,1,0
9980,17.2,10.8,18.3,10.8,9.3,26.5,0.0,4.8,31.7,190.0,1.79,2678,742,-0.39435585511330923,0.9189578116202346,-0.03377414188346849,0.999429490929718,2020,0.8386705679454239,0.5446390350150272,-0.8890171414857364,-0.45787391511695663,0,0,0,0,0,0,0,0,1,0
9981,17.8,10.7,18.8,10.2,9.9,22.5,0.0,4.3,40.3,343.0,1.93,2678,743,-0.20129852008865798,0.9795299412524949,-0.016889480013931514,0.9998573625597098,2020,0.8410390129643924,0.540974471367994,-0.8890171414857364,-0.45787391511695663,0,0,0,0,0,0,0,0,1,0
9982,19.1,10.4,21.8,9.8,18.09,8.2,0.0,5.3,34.6,342.0,3.32,2678,744,-5.878304635907295e-15,1.0,-2.266215559059192e-15,1.0,2020,0.8410390129643924,0.540974471367994,-0.8910065241883678,-0.4539904997395469,0,0,0,0,0,0,0,0,1,0
9983,18.1,10.1,18.4,9.5,12.93,1.8,0.0,4.4,31.7,347.0,2.52,2678,745,0.2012985200886743,0.9795299412524916,0.016889480013930532,0.9998573625597098,2020,0.8433914458128856,0.5372996083468239,-0.8910065241883678,-0.4539904997395469,0,0,0,0,0,0,0,0,1,0
9984,19.6,9.2,22.4,8.5,24.88,4.9,0.0,4.2,30.2,223.0,4.5,2678,746,0.39435585511332455,0.918957811620228,0.033774141883467515,0.9994294909297181,2020,0.8433914458128856,0.5372996083468239,-0.8910065241883678,-0.4539904997395469,0,0,0,0,0,0,0,0,1,0
9985,20.3,9.9,22.1,9.5,20.88,11.3,0.0,6.8,35.6,183.0,3.77,2678,747,0.571268215094791,0.8207634412072772,0.05064916883871199,0.9987165071710529,2020,0.8433914458128856,0.5372996083468239,-0.8910065241883678,-0.4539904997395469,0,0,0,0,0,0,0,0,1,0
9986,19.3,10.5,20.1,10.2,20.63,2.4,0.0,6.9,30.6,186.0,3.71,2678,748,0.724792787229133,0.6889669190756729,0.06750974685836628,0.9977186146800706,2020,0.8457278217039733,0.5336145159156114,-0.8929789434111368,-0.4500984410374354,0,0,0,0,0,0,0,0,1,0
9987,19.9,10.7,22.5,10.3,19.57,26.4,0.0,4.6,34.9,144.03314001657,3.54,2678,749,0.8486442574947567,0.5289640103269533,0.084351066043044,0.9964360981304331,2020,0.8457278217039733,0.5336145159156114,-0.8929789434111368,-0.4500984410374354,0,0,0,0,0,0,0,0,1,0
9988,19.8,11.9,23.1,11.9,17.24,20.0,0.0,5.6,37.4,166.0,3.15,2678,750,0.9377521321470814,0.34730525284481767,0.10116832198743123,0.9948693233918953,2020,0.8480480961564261,0.5299192642332049,-0.8929789434111368,-0.4500984410374354,0,0,0,0,0,0,0,0,1,0
9989,19.0,10.1,19.3,9.4,21.34,9.7,0.0,6.1,33.1,167.0,3.8,2678,751,0.9884683243281106,0.15142777750458186,0.11795671715084499,0.9930187374259337,2020,0.8480480961564261,0.5299192642332049,-0.8929789434111368,-0.4500984410374354,0,0,0,0,0,0,0,0,1,0
9990,20.6,9.4,23.6,8.9,21.06,7.0,0.0,4.2,34.9,113.0,3.84,2678,752,0.9987165071710521,-0.05064916883872784,0.13471146222586164,0.9908848681582387,2020,0.8480480961564261,0.5299192642332049,-0.8929789434111368,-0.4500984410374354,0,0,0,0,0,0,0,0,1,0
9991,17.5,11.8,19.1,11.8,13.53,22.0,0.0,6.3,37.1,139.0,2.45,2678,753,0.9680771188662025,-0.2506525322587274,0.15142777750457725,0.9884683243281113,2020,0.8503522249955628,0.5262139236518696,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
9992,18.9,10.6,20.6,10.3,9.48,19.6,0.0,3.5,28.1,102.0,1.88,2678,754,0.897804539570742,-0.4403941515576335,0.16810089424214694,0.985769795314804,2020,0.8503522249955628,0.5262139236518696,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
9993,18.9,9.7,21.7,9.2,16.23,18.4,0.0,4.4,33.5,121.0,2.98,2678,755,0.7907757369377041,-0.6121059825476558,0.184726056017188,0.9827900509408583,2020,0.8503522249955628,0.5262139236518696,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
9994,18.4,10.8,20.0,10.5,14.45,16.8,0.0,6.1,29.5,164.0,2.65,2678,756,0.6513724827222135,-0.7587581226927984,0.20129852008866042,0.9795299412524944,2020,0.8526401643540922,0.5224985647159489,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
9995,19.6,11.8,21.6,11.8,16.52,20.9,0.0,6.4,39.6,248.0,2.98,2678,757,0.48530196253107805,-0.8743466161445838,0.21781355874885183,0.9759903962771153,2020,0.8526401643540922,0.5224985647159489,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
9996,18.8,11.7,21.3,11.2,19.45,6.8,0.0,4.5,30.2,359.0,3.56,2678,758,0.29936312297336237,-0.9541392564000475,0.23426646067208062,0.972172425757991,2020,0.8526401643540922,0.5224985647159489,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
9997,19.0,10.1,22.2,9.7,21.16,1.4,0.0,3.6,29.2,21.0,3.85,2678,759,0.10116832198741649,-0.9948693233918967,0.25065253225872064,0.9680771188662043,2020,0.8526401643540922,0.5224985647159489,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
9998,21.3,10.3,25.1,10.2,21.75,38.7,0.0,6.8,38.9,186.0,3.91,2678,760,-0.10116832198743989,-0.9948693233918944,0.2669670989741517,0.9637056438899408,2020,0.8549118706729466,0.5187732581605216,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
9999,16.4,10.9,17.8,10.5,9.95,22.1,0.0,5.1,25.2,203.0,1.85,2678,760,-0.10116832198743989,-0.9948693233918944,0.2669670989741517,0.9637056438899408,2020,0.8549118706729466,0.5187732581605216,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10000,17.8,10.7,20.2,10.5,18.28,19.0,0.0,5.7,34.9,192.0,3.26,2678,761,-0.2993631229733577,-0.9541392564000489,0.28320550668230404,0.9590592479012021,2020,0.8549118706729466,0.5187732581605216,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10001,20.3,10.3,23.3,10.0,16.46,10.3,0.0,6.2,34.6,162.0,3.04,2678,762,-0.48530196253107377,-0.8743466161445862,0.29936312297335615,0.9541392564000494,2020,0.8549118706729466,0.5187732581605216,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10002,19.5,11.5,21.8,11.7,14.86,14.4,0.0,6.6,32.0,170.0,2.67,2678,763,-0.6513724827222314,-0.758758122692783,0.3154353384852553,0.9489470729364691,2020,0.8571673007021122,0.5150380749100543,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10003,17.8,11.6,19.0,11.5,10.47,14.6,0.0,5.5,23.8,164.0,2.01,2678,764,-0.7907757369377011,-0.6121059825476597,0.33141756821863555,0.9434841787099804,2020,0.8571673007021122,0.5150380749100543,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10004,19.3,12.4,21.5,12.2,17.56,25.6,0.0,6.2,34.9,163.0,3.24,2678,765,-0.8978045395707399,-0.4403941515576379,0.34730525284482,0.9377521321470805,2020,0.8571673007021122,0.5150380749100543,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10005,15.8,11.2,16.3,10.7,4.68,31.0,0.0,4.7,21.6,352.0,1.04,2678,766,-0.9680771188662013,-0.2506525322587322,0.36309386000647254,0.9317525684566693,2020,0.8571673007021122,0.5150380749100543,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10006,18.3,10.8,19.0,10.0,11.44,8.0,0.0,4.7,32.8,339.0,2.22,2678,767,-0.9987165071710532,-0.05064916883870434,0.3787788856105756,0.9254871991635597,2020,0.8571673007021122,0.5150380749100543,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10007,17.9,11.4,18.1,10.9,13.18,13.4,0.0,6.6,27.4,311.0,2.47,2678,768,-0.9884683243281114,0.151427777504577,0.39435585511331805,0.9189578116202308,2020,0.8571673007021122,0.5150380749100543,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10008,18.3,11.2,18.9,11.2,15.62,10.6,0.0,4.7,26.6,342.0,2.94,2678,769,-0.9377521321470831,0.34730525284481306,0.4098203247965869,0.9121662684969336,2020,0.8594064115014527,0.511293086077052,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10009,17.5,11.5,18.8,11.6,10.26,32.3,0.0,4.3,24.8,16.0,2.01,2678,770,-0.8486442574947443,0.5289640103269733,0.4251678830356417,0.9051145072503207,2020,0.8594064115014527,0.511293086077052,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10010,17.5,10.7,18.7,10.6,17.22,38.5,0.0,4.7,35.6,144.03314001657,3.02,2678,771,-0.7247927872291168,0.68896691907569,0.4403941515576336,0.897804539570742,2020,0.8594064115014527,0.511293086077052,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10011,18.4,11.6,21.0,11.5,16.7,25.1,0.0,4.9,40.0,313.0,3.02,2678,772,-0.571268215094795,0.8207634412072744,0.45549478669063326,0.890238450808352,2020,0.8594064115014527,0.511293086077052,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10012,19.4,10.7,22.5,10.1,19.98,8.8,0.0,6.4,34.6,359.0,3.66,2678,773,-0.39435585511332905,0.9189578116202262,0.4704654806027547,0.8824183993782195,2020,0.8594064115014527,0.511293086077052,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10013,21.8,10.2,25.3,10.0,24.22,17.9,0.0,3.7,35.3,168.0,4.43,2678,774,-0.20129852008865126,0.9795299412524963,0.48530196253108165,0.8743466161445818,2020,0.8594064115014527,0.511293086077052,-0.8949343616020248,-0.44619781310980944,0,0,0,0,0,0,0,0,1,0
10014,18.3,11.4,19.4,11.5,18.7,10.0,0.0,6.1,31.3,177.0,3.36,2678,775,9.82193361864236e-16,1.0,0.49999999999999906,0.8660254037844392,2020,0.8594064115014527,0.511293086077052,-0.8929789434111368,-0.4500984410374354,0,0,0,0,0,0,0,0,1,0
10015,19.8,12.7,23.0,13.2,18.37,17.0,0.0,6.7,34.6,179.0,3.35,2678,776,0.20129852008865318,0.9795299412524959,0.5145554000286278,0.8574571361306517,2020,0.8594064115014527,0.511293086077052,-0.8929789434111368,-0.4500984410374354,0,0,0,0,0,0,0,0,1,0
10016,20.1,11.5,23.3,11.6,15.43,19.5,0.0,5.4,37.1,244.0,2.85,2678,777,0.39435585511330473,0.9189578116202366,0.5289640103269614,0.8486442574947516,2020,0.8594064115014527,0.511293086077052,-0.8929789434111368,-0.4500984410374354,0,0,0,0,0,0,0,0,1,0
10017,18.9,12.7,19.7,13.1,7.32,27.2,0.0,4.1,34.2,303.0,1.53,2678,778,0.5712682150947966,0.8207634412072733,0.5432217204804192,0.8395892819696387,2020,0.8594064115014527,0.511293086077052,-0.8929789434111368,-0.4500984410374354,0,0,0,0,0,0,0,0,1,0
10018,17.8,11.5,18.3,11.6,12.18,13.1,0.0,6.0,41.4,287.0,2.24,2678,779,0.7247927872291181,0.6889669190756885,0.5573244631224352,0.8302947927123772,2020,0.8594064115014527,0.511293086077052,-0.8929789434111368,-0.4500984410374354,0,0,0,0,0,0,0,0,1,0
10019,18.7,10.9,21.3,10.6,15.63,13.4,0.0,5.6,43.6,297.0,2.84,2678,780,0.8486442574947453,0.5289640103269716,0.5712682150947911,0.8207634412072772,2020,0.8594064115014527,0.511293086077052,-0.8910065241883678,-0.4539904997395469,0,0,0,0,0,0,0,0,1,0
10020,17.7,11.9,18.3,11.8,13.44,3.8,0.0,7.3,44.3,319.0,2.46,2678,781,0.9377521321470839,0.34730525284481123,0.5850489985953078,0.8109979465095011,2020,0.8594064115014527,0.511293086077052,-0.8910065241883678,-0.4539904997395469,0,0,0,0,0,0,0,0,1,0
10021,17.9,12.5,19.1,12.1,14.8,20.2,0.0,6.5,38.5,336.0,2.7,2678,782,0.9884683243281116,0.15142777750457506,0.5986628823126151,0.8010010944693845,2020,0.8594064115014527,0.511293086077052,-0.8910065241883678,-0.4539904997395469,0,0,0,0,0,0,0,0,1,0
10022,18.9,11.9,20.1,11.8,12.01,11.4,0.0,5.4,32.0,144.03314001657,2.31,2678,783,0.9987165071710531,-0.05064916883870631,0.6121059825476629,0.7907757369376985,2020,0.8594064115014527,0.511293086077052,-0.8910065241883678,-0.4539904997395469,0,0,0,0,0,0,0,0,1,0
10023,18.6,11.4,21.2,11.6,17.32,15.2,0.0,5.6,35.6,175.0,3.17,2678,784,0.968077118866208,-0.25065253225870654,0.6253744643216355,0.780324790952093,2020,0.8594064115014527,0.511293086077052,-0.8910065241883678,-0.4539904997395469,0,0,0,0,0,0,0,0,1,0
10024,20.3,11.5,23.4,11.3,18.33,11.0,0.0,5.1,36.0,144.03314001657,3.37,2678,785,0.897804539570739,-0.44039415155763967,0.6384645424699834,0.7696512379049324,2020,0.8594064115014527,0.511293086077052,-0.8890171414857364,-0.45787391511695663,0,0,0,0,0,0,0,0,1,0
10025,18.8,12.5,20.2,12.5,12.29,23.8,0.0,7.0,28.8,145.0,2.35,2678,786,0.7907757369376999,-0.6121059825476612,0.651372482722222,0.758758122692791,2020,0.8594064115014527,0.511293086077052,-0.8890171414857364,-0.45787391511695663,0,0,0,0,0,0,0,0,1,0
10026,19.8,11.9,21.2,11.8,16.95,26.2,0.0,6.1,38.2,149.0,3.18,2678,787,0.6513724827222299,-0.7587581226927843,0.6640946027672389,0.7476485528478092,2020,0.8594064115014527,0.511293086077052,-0.8890171414857364,-0.45787391511695663,0,0,0,0,0,0,0,0,1,0
10027,19.5,11.9,20.5,12.1,11.39,10.1,0.0,5.4,25.6,159.0,2.26,2678,788,0.48530196253109686,-0.8743466161445733,0.6766272733037558,0.7363256976511987,2020,0.8594064115014527,0.511293086077052,-0.8870108331782215,-0.46174861323503436,0,0,0,0,0,0,0,0,1,0
10028,21.2,11.4,24.5,11.3,17.38,17.7,0.0,7.2,36.4,166.0,3.2,2678,790,0.10116832198743793,-0.9948693233918946,0.7011100198920523,0.7130531116312206,2020,0.8594064115014527,0.511293086077052,-0.8870108331782215,-0.46174861323503436,0,0,0,0,0,0,0,0,1,0
10029,20.0,12.6,22.5,12.6,14.89,22.8,0.0,4.8,33.5,154.0,2.84,2678,791,-0.10116832198741843,-0.9948693233918966,0.71305311163122,0.701110019892053,2020,0.8594064115014527,0.511293086077052,-0.8870108331782215,-0.46174861323503436,0,0,0,0,0,0,0,0,1,0
10030,19.0,11.9,20.5,12.1,13.18,31.5,0.0,4.4,33.8,171.0,2.51,2678,792,-0.2993631229733642,-0.9541392564000469,0.7247927872291208,0.6889669190756857,2020,0.8594064115014527,0.511293086077052,-0.8849876374630418,-0.46561452032511164,0,0,0,0,0,0,0,0,1,0
10031,19.9,12.3,22.3,12.6,14.9,19.7,0.0,4.6,28.1,28.0,2.82,2678,793,-0.48530196253107977,-0.8743466161445829,0.7363256976511968,0.6766272733037579,2020,0.8594064115014527,0.511293086077052,-0.8849876374630418,-0.46561452032511164,0,0,0,0,0,0,0,0,1,0
10032,18.7,12.2,19.3,12.4,10.0,40.4,0.0,3.3,22.0,39.0,2.04,2678,794,-0.651372482722215,-0.7587581226927971,0.7476485528478085,0.6640946027672396,2020,0.8571673007021122,0.5150380749100543,-0.8849876374630418,-0.46561452032511164,0,0,0,0,0,0,0,0,1,0
10033,19.6,12.0,21.2,11.8,11.82,50.0,0.0,5.5,31.3,158.0,2.27,2678,795,-0.7907757369376879,-0.6121059825476767,0.7587581226927903,0.6513724827222228,2020,0.8571673007021122,0.5150380749100543,-0.882947592858927,-0.46947156278589075,0,0,0,0,0,0,0,0,1,0
10034,16.5,10.9,17.6,10.5,4.82,41.2,0.0,4.9,22.3,169.0,1.05,2678,796,-0.8978045395707429,-0.44039415155763173,0.7696512379049328,0.6384645424699829,2020,0.8571673007021122,0.5150380749100543,-0.882947592858927,-0.46947156278589075,0,0,0,0,0,0,0,0,1,0
10035,18.0,12.2,18.7,12.1,13.19,33.6,0.0,4.8,42.5,304.0,2.45,2678,797,-0.9680771188662031,-0.2506525322587255,0.7803247909520912,0.6253744643216377,2020,0.8571673007021122,0.5150380749100543,-0.882947592858927,-0.46947156278589075,0,0,0,0,0,0,0,0,1,0
10036,18.5,11.7,19.4,11.3,10.52,20.9,0.0,5.4,41.0,326.0,2.04,2678,798,-0.9987165071710521,-0.050649168838725875,0.7907757369376979,0.6121059825476637,2020,0.8571673007021122,0.5150380749100543,-0.8808907382053852,-0.4733196671848439,0,0,0,0,0,0,0,0,1,0
10037,19.1,11.0,21.6,10.8,19.38,18.8,0.0,5.8,33.1,316.0,3.52,2678,799,-0.9884683243281146,0.1514277775045557,0.801001094469384,0.598662882312616,2020,0.8571673007021122,0.5150380749100543,-0.8808907382053852,-0.4733196671848439,0,0,0,0,0,0,0,0,1,0
10038,19.9,12.3,22.4,12.6,14.71,19.5,0.0,5.1,40.0,320.0,2.75,2678,800,-0.9377521321470808,0.3473052528448195,0.8109979465095015,0.5850489985953072,2020,0.8571673007021122,0.5150380749100543,-0.8808907382053852,-0.4733196671848439,0,0,0,0,0,0,0,0,1,0
10039,18.0,12.7,19.4,12.6,13.14,18.1,0.0,4.7,33.1,144.03314001657,2.46,2678,801,-0.8486442574947556,0.528964010326955,0.8207634412072756,0.5712682150947934,2020,0.8571673007021122,0.5150380749100543,-0.8788171126619653,-0.4771587602596087,0,0,0,0,0,0,0,0,1,0
10040,18.8,10.7,20.4,10.5,15.04,16.8,0.0,4.6,36.0,144.03314001657,2.76,2678,802,-0.7247927872291315,0.6889669190756743,0.8302947927123756,0.5573244631224376,2020,0.8549118706729466,0.5187732581605216,-0.8788171126619653,-0.4771587602596087,0,0,0,0,0,0,0,0,1,0
10041,17.9,10.5,19.3,10.3,15.09,13.1,0.0,6.1,41.0,144.03314001657,2.65,2678,803,-0.5712682150947894,0.8207634412072783,0.839589281969639,0.5432217204804185,2020,0.8549118706729466,0.5187732581605216,-0.8767267557075077,-0.4809887689193877,0,0,0,0,0,0,0,0,1,0
10042,18.6,11.4,19.4,11.5,12.12,32.6,0.0,6.9,38.5,144.03314001657,2.24,2678,804,-0.3943558551133227,0.9189578116202288,0.848644257494751,0.5289640103269623,2020,0.8549118706729466,0.5187732581605216,-0.8767267557075077,-0.4809887689193877,0,0,0,0,0,0,0,0,1,0
10043,19.5,11.2,21.3,11.2,11.76,26.9,0.0,6.7,43.9,228.0,2.2,2678,805,-0.20129852008867238,0.9795299412524919,0.8574571361306502,0.5145554000286302,2020,0.8549118706729466,0.5187732581605216,-0.8767267557075077,-0.4809887689193877,0,0,0,0,0,0,0,0,1,0
10044,17.5,11.1,19.9,11.0,13.81,30.9,0.0,4.7,40.0,168.0,2.46,2678,806,-2.057901807076824e-14,1.0,0.8660254037844378,0.5000000000000014,2020,0.8549118706729466,0.5187732581605216,-0.8746197071393959,-0.48480962024633684,0,0,0,0,0,0,0,0,1,0
10045,17.1,12.1,17.6,12.2,10.37,43.7,0.0,5.5,29.5,145.0,1.95,2678,807,0.2012985200886599,0.9795299412524945,0.8743466161445821,0.48530196253108104,2020,0.8549118706729466,0.5187732581605216,-0.8746197071393959,-0.48480962024633684,0,0,0,0,0,0,0,0,1,0
10046,19.0,11.0,20.8,10.9,9.44,22.4,0.0,3.8,27.0,274.0,1.87,2678,808,0.394355855113311,0.9189578116202338,0.8824183993782191,0.47046548060275567,2020,0.8526401643540922,0.5224985647159489,-0.872496007072797,-0.4886212414969553,0,0,0,0,0,0,0,0,1,0
10047,19.9,10.7,22.9,10.7,17.28,20.5,0.0,5.2,34.9,166.0,3.12,2678,809,0.571268215094779,0.8207634412072856,0.8902384508083515,0.45549478669063415,2020,0.8526401643540922,0.5224985647159489,-0.872496007072797,-0.4886212414969553,0,0,0,0,0,0,0,0,1,0
10048,18.9,11.3,20.6,11.6,11.57,14.0,0.0,5.8,31.3,161.0,2.19,2678,810,0.7247927872291032,0.6889669190757042,0.8978045395707408,0.4403941515576361,2020,0.8526401643540922,0.5224985647159489,-0.872496007072797,-0.4886212414969553,0,0,0,0,0,0,0,0,1,0
10049,18.0,11.6,19.0,11.1,8.54,21.3,0.0,5.2,29.5,317.0,1.7,2678,811,0.8486442574947489,0.5289640103269657,0.905114507250321,0.425167883035641,2020,0.8526401643540922,0.5224985647159489,-0.8703556959398996,-0.4924235601034672,0,0,0,0,0,0,0,0,1,0
10050,18.2,10.2,19.9,10.1,16.75,23.9,0.0,5.2,32.8,144.03314001657,3.01,2678,812,0.9377521321470763,0.34730525284483144,0.9121662684969332,0.40982032479658786,2020,0.8526401643540922,0.5224985647159489,-0.8703556959398996,-0.4924235601034672,0,0,0,0,0,0,0,0,1,0
